"DEV_ID","DEV_NAME","DEV_TYPE","DEV_DATE","STA_LAT_DMS","STA_LONG_DMS","STA_ELEV","STA_LOC"
5965.00,"Stone Ridge Dam","Precip.",12/11/1996 0:00:00,"33 35 40.4","111 43 59.5",1710.00,"1/4 mi. W of Cholla Dr. & Fountain Hills Blvd."
5968.00,"Stone Ridge Dam","Stream PT",12/11/1996 0:00:00,"33 35 40.4","111 43 59.5",1710.00,"1/4 mi. W of Cholla Dr. & Fountain Hills Blvd."
5970.00,"Sun Ridge Canyon Dam","Precip.",2/4/1997 0:00:00,"33 36 23.1","111 45 03.8",1890.00,"200 yards W of Lago Blvd. and Palisades Blvd."
5973.00,"Sun Ridge Canyon Dam","Stream PT",2/4/1997 0:00:00,"33 36 23.1","111 45 03.8",1890.00,"200 yards W of Lago Blvd. and Palisades Blvd."
5975.00,"Cloudburst Wash","Precip.",3/13/1997 0:00:00,"33 37 20.5","111 46 38.7",2580.00,"2 mi. NW of Sun Ridge Golf Course, Fountain Hills"
5978.00,"Golden Eagle Park Dam","Stream PT",12/12/1996 0:00:00,"33 37 07.6","111 44 06.3",1735.00,"1/4 mi. N of Palisades Blvd. and Golden Eagle Blvd."
5980.00,"North Heights Dam","Precip.",10/11/1996 0:00:00,"33 37 16.5","111 44 55.4",1825.00,"400 yds. SW of Sierra Madre Dr. and Golden Eagle Blvd."
5983.00,"North Heights Dam","Stream PT",10/11/1996 0:00:00,"33 37 16.5","111 44 55.4",1825.00,"400 yds. SW of Sierra Madre Dr. and Golden Eagle Blvd."
5985.00,"Golden Eagle Blvd.","Precip.",2/12/1997 0:00:00,"33 38 13.6","111 46 09.1",2180.00,"1/2 mile NW of Golden Eagle Blvd. at Sunridge Dr."
5988.00,"Aspen Dam","Stream PT",1/2/1997 0:00:00,"33 37 33.0","111 44 47.6",1840.00,"200 yards S. of Aspen Dr. & Golden Eagle Blvd."
5990.00,"Hesperus Dam","Precip.",12/18/1996 0:00:00,"33 38 11.9","111 44 47.6",1895.00,"1/4 mi. N of Richwood Ave. & Golden Eagle Blvd."
5993.00,"Hesperus Dam","Stream PT",12/18/1996 0:00:00,"33 38 11.9","111 44 47.6",1895.00,"1/4 mi. N of Richwood Ave. & Golden Eagle Blvd."
5995.00,"Hesperus Wash","Precip.",3/10/1997 0:00:00,"33 39 15.5","111 47 10.1",2280.00,"NW1/4 of T4N-R6E-Section 31 near Dixie Mine"
6500.00,"Guadalupe FRS","Precip.",6/29/1989 0:00:00,"33 22 19.0","111 58 13.7",1285.00,"1/4 mi. SSW of Baseline Rd. and I-10"
6503.00,"Guadalupe FRS","Stream PT",6/29/1989 0:00:00,"33 22 19.0","111 58 13.7",1285.00,"1/4 mi. SSW of Baseline Rd. and I-10"
6504.00,"South Mountain Park","Peak Wind",7/21/1993 0:00:00,"33 20 39.8","112 01 59.1",2255.00,"Alignments of Elliot Rd. and 24th St."
6507.00,"South Mountain Park","Wind Spd/Dir",12/15/1987 0:00:00,"33 20 39.8","112 01 59.1",2255.00,"Alignments of Elliot Rd. and 24th St."
6508.00,"South Mountain Park","Dewpoint",7/8/1994 0:00:00,"33 20 39.8","112 01 59.1",2255.00,"Alignments of Elliot Rd. and 24th St."
6510.00,"South Mountain Park","Precip.",9/28/1982 0:00:00,"33 20 39.8","112 01 59.1",2255.00,"Alignments of Elliot Rd. and 24th St."
6511.00,"South Mountain Park","Humidity",12/15/1987 0:00:00,"33 20 39.8","112 01 59.1",2255.00,"Alignments of Elliot Rd. and 24th St."
6512.00,"South Mountain Park","Temperature",12/15/1987 0:00:00,"33 20 39.8","112 01 59.1",2255.00,"Alignments of Elliot Rd. and 24th St."
6513.00,"South Mountain Park","Solar Rad.",7/21/1993 0:00:00,"33 20 39.8","112 01 59.1",2255.00,"Alignments of Elliot Rd. and 24th St."
6514.00,"South Mountain Park","Pressure",7/1/1993 0:00:00,"33 20 39.8","112 01 59.1",2255.00,"Alignments of Elliot Rd. and 24th St."
6517.00,"South Mountain Park","Wind Dir.",5/1/2001 0:00:00,"33 20 39.8","112 01 59.1",2255.00,"Alignments of Elliot Rd. and 24th St."
6520.00,"Carriage Lane Park","Precip.",3/26/1991 0:00:00,"33 21 29.4","111 53 37.5",1180.00,"1/2 mi. South of Price Rd. and Guadalupe Rd."
6525.00,"South Mtn.Park HQ","Precip.",5/1/1997 0:00:00,"33 20 48.6","112 05 04.5",1410.00,"In S. Mtn. Park, alignments of Elliot Rd. and 7th Ave."
6530.00,"Chandler Blvd. @ Alma School Rd.","Precip.",7/25/1996 0:00:00,"33 18 19.3","111 50 45.5",1210.00,"3/4 mile E of Chandler Blvd. and Alma School Rd."
6532.00,"Pecos Inflow North","Stream PT",1/21/2009 0:00:00,"33 17 48.8","111 58 49.8",1180.00,"1/4 mile West of I-10 and Loop 202"
6533.00,"Pecos Inflow East","Stream PT",1/21/2009 0:00:00,"33 17 48.0","111 58 41.5",1175.00,"1/4 mile West of I-10 and Loop 202"
6534.00,"Pecos Inflow West","Stream PT",1/21/2009 0:00:00,"33 17 39.4","111 58 58.8",1170.00,"1/4 mile West of I-10 and Loop 202"
6535.00,"Pecos Basin","Precip.",1/6/2009 0:00:00,"33 17 38.3","111 58 39.0",1185.00,"1/4 mile SW of I-10 and Loop 202"
6537.00,"Pecos Basin Sediment","Stream PT",1/6/2009 0:00:00,"33 17 38.3","111 58 39.0",1185.00,"1/4 mile SW of I-10 and Loop 202"
6538.00,"Pecos Basin Pool","Stream PT",1/6/2009 0:00:00,"33 17 38.3","111 58 39.0",1185.00,"1/4 mile SW of I-10 and Loop 202"
6540.00,"Mesa Tower","Precip.",7/19/1989 0:00:00,"33 22 55.0","111 49 38.4",1215.00,"1/4 mi. NW of McQueen Rd. and Baseline Rd."
6550.00,"Ahwatukee","Precip.",3/4/1996 0:00:00,"33 19 40.1","111 59 23.0",1280.00,"1/4 mi. SSW of Warner and 44th St."
6554.00,"South Mountain Fan","Peak Wind",6/30/1993 0:00:00,"33 18 54.6","112 08 01.1",1270.00,"Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park"
6556.00,"South Mountain Fan","Dewpoint",7/8/1994 0:00:00,"33 18 54.6","112 08 01.1",1270.00,"Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park"
6557.00,"South Mountain Fan","Wind Spd/Dir",6/9/1993 0:00:00,"33 18 54.6","112 08 01.1",1270.00,"Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park"
6560.00,"South Mountain Fan","Precip.",6/9/1993 0:00:00,"33 18 54.6","112 08 01.1",1270.00,"Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park"
6561.00,"South Mountain Fan","Humidity",6/9/1993 0:00:00,"33 18 54.6","112 08 01.1",1270.00,"Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park"
6562.00,"South Mountain Fan","Temperature",6/9/1993 0:00:00,"33 18 54.6","112 08 01.1",1270.00,"Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park"
6563.00,"South Mountain Fan","Stream PT",6/9/1993 0:00:00,"33 18 54.6","112 08 01.1",1270.00,"Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park"
6564.00,"South Mountain Fan","Pressure",2/24/1994 0:00:00,"33 18 54.6","112 08 01.1",1270.00,"Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park"
6565.00,"South Mountain Fan","Water Temp.",2/24/1994 0:00:00,"33 18 54.6","112 08 01.1",1270.00,"Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park"
6566.00,"South Mountain Fan","Solar Rad.",2/1/1994 0:00:00,"33 18 54.6","112 08 01.1",1270.00,"Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park"
6567.00,"South Mountain Fan","Wind Dir.",5/1/2001 0:00:00,"33 18 54.6","112 08 01.1",1270.00,"Alignments of Ray Rd. and 35th Ave. in S. Mtn. Park"
6570.00,"EMF @ Broadway Rd.","Precip.",8/10/1989 0:00:00,"33 24 19.9","111 42 37.3",1340.00,"1/2 mi. SSE of Broadway Rd. and Higley Rd."
6573.00,"EMF @ Broadway Rd.","Stream PT",8/10/1989 0:00:00,"33 24 19.9","111 42 37.3",1340.00,"1/2 mi. SSE of Broadway Rd. and Higley Rd."
6575.00,"Williams Field Road","Precip.",7/3/2001 0:00:00,"33 18 35.6","111 35 00.8",1455.00,"1/4 mi. N of Williams Field Rd. and Meridian"
6580.00,"EMF @ Queen Creek Rd.","Precip.",1/18/1989 0:00:00,"33 15 47.1","111 43 32.3",1315.00,"1/3 mi. West of Queen Creek Rd. and Higley Rd."
6583.00,"EMF @ Queen Creek Rd.","Stream PT",1/18/1989 0:00:00,"33 15 47.1","111 43 32.3",1315.00,"1/3 mi. West of Queen Creek Rd. and Higley Rd."
6584.00,"EMF @ Arizona Ave.","Peak Wind",6/6/2012 0:00:00,"33 10 09.6","111 50 33.3",1215.00,"Near the SR 87 bridge 2 mi. South of Hunt Hwy."
6585.00,"Chandler Airport","Precip.",1/26/2006 0:00:00,"33 15 30.6","111 49 23.4",1225.00,"1/4 mi. S of Queen Creek Rd. and McQueen Rd."
6587.00,"EMF @ Arizona Ave.","Wind Dir.",6/6/2012 0:00:00,"33 10 09.6","111 50 33.3",1215.00,"Near the SR 87 bridge 2 mi. South of Hunt Hwy."
6588.00,"EMF @ Arizona Ave.","Solar Rad.",6/6/2012 0:00:00,"33 10 09.6","111 50 33.3",1215.00,"Near the SR 87 bridge 2 mi. South of Hunt Hwy."
6590.00,"Elliot Rd. @ Hawes Rd.","Precip.",6/26/2001 0:00:00,"33 21 01.9","111 39 10.9",1380.00,"NE corner of Elliot Rd. and Hawes Rd."
6592.00,"EMF @ Arizona Ave.","Wind Spd/Dir",6/6/2012 0:00:00,"33 10 09.6","111 50 33.3",1215.00,"Near the SR 87 bridge 2 mi. South of Hunt Hwy."
6593.00,"EMF @ Arizona Ave.","Humidity",6/6/2012 0:00:00,"33 10 09.6","111 50 33.3",1215.00,"Near the SR 87 bridge 2 mi. South of Hunt Hwy."
6595.00,"EMF @ Arizona Ave.","Precip.",5/10/1989 0:00:00,"33 10 09.6","111 50 33.3",1215.00,"Near the SR 87 bridge 2 mi. South of Hunt Hwy."
6597.00,"EMF @ Arizona Ave.","Temperature",6/6/2012 0:00:00,"33 10 09.6","111 50 33.3",1215.00,"Near the SR 87 bridge 2 mi. South of Hunt Hwy."
6598.00,"EMF @ Arizona Ave.","Stream PT",5/10/1989 0:00:00,"33 10 06.3","111 50 27.9",1215.00,"On the SR 87 bridge 3 mi. South of Riggs Rd."
6599.00,"EMF @ Arizona Ave.","Dewpoint",6/6/2012 0:00:00,"33 10 09.6","111 50 33.3",1215.00,"Near the SR 87 bridge 2 mi. South of Hunt Hwy."
6600.00,"Guadalupe Channel","Precip.",8/7/1998 0:00:00,"33 21 54.8","111 40 34.3",1360.00,"1/4 mi. E of Power Rd. and Guadalupe Rd."
6603.00,"Guadalupe Channel","Stream PT",8/7/1998 0:00:00,"33 21 54.8","111 40 34.3",1360.00,"1/4 mi. E of Power Rd. and Guadalupe Rd."
6605.00,"Freestone Basin","Precip.",12/19/1995 0:00:00,"33 21 26.4","111 46 21.9",1245.00,"1/2 mi. SSE of Guadalupe Rd. and Lindsay Rd."
6608.00,"Freestone Basin","Stream PT",12/19/1995 0:00:00,"33 21 26.4","111 46 21.9",1245.00,"1/2 mi. SSE of Guadalupe Rd. and Lindsay Rd."
6610.00,"Queen Creek Rd.","Precip.",5/1/1982 0:00:00,"33 15 41.3","111 37 43.9",1410.00,"1/4 mi. NE of Queen Creek Rd. and Ellsworth Rd."
6614.00,"Crossroads Park","Peak Wind",12/19/1995 0:00:00,"33 19 39.7","111 44 48.1",1270.00,"1/2 mi. NW of Ray Rd. and Greenfield Rd."
6615.00,"Queen Creek Landfill","Precip.",4/23/1993 0:00:00,"33 13 11.1","111 39 04.9",1390.00,"NE corner of Riggs Rd. and Hawes Rd."
6616.00,"Crossroads Park","Dewpoint",1/1/2003 0:00:00,"33 19 39.7","111 44 48.1",1270.00,"1/2 mi. NW of Ray Rd. and Greenfield Rd."
6617.00,"Crossroads Park","Wind Spd/Dir",12/18/1995 0:00:00,"33 19 39.7","111 44 48.1",1270.00,"1/2 mi. NW of Ray Rd. and Greenfield Rd."
6618.00,"Crossroads Park","Wind Dir.",10/22/2001 0:00:00,"33 19 39.7","111 44 48.1",1270.00,"1/2 mi. NW of Ray Rd. and Greenfield Rd."
6620.00,"Crossroads Park","Precip.",12/18/1995 0:00:00,"33 19 39.7","111 44 48.1",1270.00,"1/2 mi. NW of Ray Rd. and Greenfield Rd."
6621.00,"Crossroads Park","Humidity",12/18/1995 0:00:00,"33 19 39.7","111 44 48.1",1270.00,"1/2 mi. NW of Ray Rd. and Greenfield Rd."
6622.00,"Crossroads Park","Temperature",12/18/1995 0:00:00,"33 19 39.7","111 44 48.1",1270.00,"1/2 mi. NW of Ray Rd. and Greenfield Rd."
6623.00,"Crossroads Park","Stream PT",12/18/1995 0:00:00,"33 19 39.7","111 44 48.1",1270.00,"1/2 mi. NW of Ray Rd. and Greenfield Rd."
6624.00,"Crossroads Park","Pressure",12/18/1995 0:00:00,"33 19 39.7","111 44 48.1",1270.00,"1/2 mi. NW of Ray Rd. and Greenfield Rd."
6625.00,"Signal Butte FRS","Precip.",11/10/1987 0:00:00,"33 26 24.0","111 35 25.2",1710.00,"1/4 mi. NE of Signal Butte Rd. and Brown Rd."
6626.00,"Crossroads Park","Solar Rad.",12/18/1995 0:00:00,"33 19 39.7","111 44 48.1",1270.00,"1/2 mi. NW of Ray Rd. and Greenfield Rd."
6628.00,"Signal Butte FRS","Stream PT",11/10/1987 0:00:00,"33 26 24.0","111 35 25.2",1710.00,"1/4 mi. NE of Signal Butte Rd. and Brown Rd."
6630.00,"McDowell Rd. @ Hawes Rd.","Precip.",4/13/2006 0:00:00,"33 28 02.9","111 39 03.8",1750.00,"100 yds. W of Hawes Rd. and McDowell Rd."
6635.00,"Spookhill FRS @ McKellips Rd.","Precip.",6/19/2008 0:00:00,"33 27 04.7","111 40 03.4",1590.00,"McKellips Road at Loop 202"
6637.00,"Spookhill FRS @ McDowell Rd.","Stream PT",6/19/2008 0:00:00,"33 27 57.3","111 40 41.8",1585.00,"McDowell Rd. at Loop 202"
6638.00,"Spookhill FRS @ McKellips Rd.","Stream PT",6/19/2008 0:00:00,"33 27 04.7","111 40 03.4",1590.00,"McKellips Road at Loop 202"
6640.00,"Usery Mtn. Park","Precip.",6/20/1985 0:00:00,"33 27 53.1","111 36 27.2",1880.00,"1/3 mi. E of the McDowell Rd. and Crismon Rd. alignments"
6644.00,"Usery Park WS","Peak Wind",2/24/1994 0:00:00,"33 28 52.6","111 36 57.1",2115.00,"1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments"
6646.00,"Usery Park WS","Dewpoint",7/8/1994 0:00:00,"33 28 52.6","111 36 57.1",2115.00,"1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments"
6647.00,"Usery Park WS","Wind Spd/Dir",2/24/1994 0:00:00,"33 28 52.6","111 36 57.1",2115.00,"1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments"
6648.00,"Amigos Wash","Stream PT",1/9/2013 0:00:00,"33 27 16.9","111 36 24.4",1785.00,"400 yds. N of Pass Mtn. Diversion Channel"
6650.00,"Usery Park WS","Precip.",2/24/1994 0:00:00,"33 28 52.6","111 36 57.1",2115.00,"1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments"
6651.00,"Usery Park WS","Humidity",2/25/1994 0:00:00,"33 28 52.6","111 36 57.1",2115.00,"1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments"
6652.00,"Usery Park WS","Temperature",2/25/1994 0:00:00,"33 28 52.6","111 36 57.1",2115.00,"1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments"
6653.00,"Usery Park WS","Solar Rad.",2/24/1994 0:00:00,"33 28 52.6","111 36 57.1",2115.00,"1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments"
6654.00,"Usery Park WS","Pressure",2/25/1994 0:00:00,"33 28 52.6","111 36 57.1",2115.00,"1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments"
6655.00,"Thunder Mountain","Precip.",4/1/1982 0:00:00,"33 29 41.3","111 38 27.9",2550.00,"1/2 mi. W. of the Ellsworth Rd. & Indian School Rd. alignments"
6657.00,"Usery Park WS","Wind Dir.",5/1/2001 0:00:00,"33 28 52.6","111 36 57.1",2115.00,"1/4 mi. WNW of the Crismon Rd. and Thomas Rd. alignments"
6670.00,"Apache Junction FRS","Precip.",1/1/1982 0:00:00,"33 26 29.1","111 33 06.4",1810.00,"1/3 mi. NW of Lost Dutchman Blvd. and Idaho Rd."
6673.00,"Apache Junction FRS","Stream PT",1/4/1989 0:00:00,"33 26 29.1","111 33 06.4",1810.00,"1/3 mi. NW of Lost Dutchman Blvd. and Idaho Rd."
6675.00,"Apache Trail","Precip.",4/14/1993 0:00:00,"33 24 49.7","111 32 16.5",1740.00,"1/3 mi. NE of Broadway Rd. and Idaho Rd."
6680.00,"Powerline FRS","Precip.",12/3/1992 0:00:00,"33 21 16.6","111 32 45.6",1580.00,"Alignments of Idaho Rd. and Warner Rd."
6683.00,"Powerline FRS","Stream PT",12/3/1992 0:00:00,"33 21 16.6","111 32 45.6",1580.00,"Alignments of Idaho Rd. and Warner Rd."
6685.00,"Vineyard FRS","Precip.",11/2/1983 0:00:00,"33 21 03.3","111 32 34.2",1580.00,"Alignments of Tomahawk Rd. and Williams Field Rd."
6688.00,"Vineyard FRS","Stream PT",11/9/1987 0:00:00,"33 21 03.3","111 32 34.2",1580.00,"Alignments of Tomahawk Rd. and Williams Field Rd."
6690.00,"Spookhill FRS @ Brown Rd.","Precip.",6/4/2008 0:00:00,"33 26 11.9","111 38 52.7",1595.00,"Brown Rd. at the Hawes Rd. alignment"
6693.00,"Spookhill FRS @ Brown Rd.","Stream PT",6/4/2008 0:00:00,"33 26 11.9","111 38 52.7",1595.00,"Brown Rd. at the Hawes Rd. alignment"
6695.00,"McDowell Rd. @ Meridian Rd.","Precip.",4/23/2006 0:00:00,"33 27 56.4","111 34 39.4",1910.00,"125 yds. E of McDowell Rd. and Meridian Rd."
6700.00,"Rittenhouse FRS","Precip.",9/27/1988 0:00:00,"33 17 20.3","111 30 23.7",1590.00,"Alignments of Goldfield Rd. and Germann Rd."
6703.00,"Rittenhouse FRS","Stream PT",9/27/1988 0:00:00,"33 17 20.3","111 30 23.7",1590.00,"Alignments of Goldfield Rd. and Germann Rd."
6705.00,"Powerline Floodway","Precip.",2/13/2008 0:00:00,"33 19 16.4","111 38 09.8",1385.00,"Ellsworth Rd. and Ray Rd. alignment"
6707.00,"Queen Cr. @ Rittenhouse Rd.","Stream PT",9/14/1993 0:00:00,"33 13 49.0","111 35 39.4",1450.00,"1/3 mi. SE of Signal Butte Rd. & Chandler Hgts Rd. alignments"
6708.00,"Powerline Floodway","Stream PT",2/13/2008 0:00:00,"33 19 16.4","111 38 09.8",1385.00,"Ellsworth Rd. and Ray Rd. alignment"
6709.00,"Magma FRS","Peak Wind",6/19/1996 0:00:00,"33 07 10.7","111 24 12.1",1625.00,"7 mi. NNW of Florence"
6710.00,"Queen Cr. @ Rittenhouse Rd.","Precip.",9/14/1993 0:00:00,"33 13 49.0","111 35 39.4",1450.00,"1/3 mi. SE of Signal Butte Rd. & Chandler Hgts Rd. alignments"
6712.00,"Magma FRS","Wind Spd/Dir",6/19/1996 0:00:00,"33 07 10.7","111 24 12.1",1625.00,"7 mi. NNW of Florence"
6714.00,"Magma FRS","Dewpoint",6/1/1998 0:00:00,"33 07 10.7","111 24 12.1",1625.00,"7 mi. NNW of Florence"
6715.00,"Magma FRS","Precip.",10/27/1988 0:00:00,"33 07 10.7","111 24 12.1",1625.00,"7 mi. NNW of Florence"
6716.00,"Magma FRS","Humidity",12/19/1995 0:00:00,"33 07 10.7","111 24 12.1",1625.00,"7 mi. NNW of Florence"
6717.00,"Magma FRS","Temperature",12/19/1995 0:00:00,"33 07 10.7","111 24 12.1",1625.00,"7 mi. NNW of Florence"
6718.00,"Magma FRS","Stream PT",11/15/2007 0:00:00,"33 07 10.7","111 24 12.1",1625.00,"7 mi. NNW of Florence"
6720.00,"Queen Cr. @ CAP","Precip.",1/14/1999 0:00:00,"33 13 55.8","111 30 11.3",1565.00,"Queen Creek at Central Arizona Project"
6722.00,"Magma FRS","Wind Dir.",2/28/2002 0:00:00,"33 07 10.7","111 24 12.1",1625.00,"7 mi. NNW of Florence"
6723.00,"Queen Cr. @ CAP","Stream PT",1/14/1999 0:00:00,"33 13 55.8","111 30 11.3",1565.00,"Queen Creek at Central Arizona Project"
6725.00,"Wolverine Pass","Precip.",7/12/2007 0:00:00,"33 28 04.1","111 31 53.0",2050.00,"1/4 north of the alignments of McDowell and Tomahawk"
6730.00,"Florence Junction","Precip.",8/1/1982 0:00:00,"33 17 51.1","111 23 45.5",1840.00,"6 miles NW of Florence Junction"
6735.00,"Bulldog Canyon","Precip.",7/11/2007 0:00:00,"33 28 47.0","111 33 10.2",2065.00,"2 mi. NW of the alignments of McDowell and Tomahawk"
6739.00,"Whitlow Ranch Dam","Non Subm PT",1/8/1998 0:00:00,"33 17 56.6","111 16 33.2",2200.00,"5 miles NE of Florence Junction"
6740.00,"Whitlow Ranch Dam","Precip.",1/8/1998 0:00:00,"33 17 56.6","111 16 33.2",2200.00,"5 miles NE of Florence Junction"
6745.00,"Kings Ranch","Precip.",9/13/1981 0:00:00,"33 23 06.2","111 26 05.3",2140.00,"7 mi. ESE of Apache Junction"
6750.00,"Weekes Wash @ Baseline Rd.","Precip.",5/27/2008 0:00:00,"33 22 43.7","111 32 15.1",1630.00,"Baseline at Royal Palm Rd."
6753.00,"Weekes Wash @ Baseline Rd.","Stream PT",5/27/2008 0:00:00,"33 22 43.7","111 32 15.1",1630.00,"Baseline at Royal Palm Rd."
6774.00,"Saguaro Lake","Peak Wind",1/24/2000 0:00:00,"33 34 29.8","111 32 14.9",1550.00,"MCSO yard, NW corner of the lake"
6777.00,"Saguaro Lake","Wind Spd/Dir",1/26/2000 0:00:00,"33 34 29.8","111 32 14.9",1550.00,"MCSO yard, NW corner of the lake"
6778.00,"Saguaro Lake","Dewpoint",1/26/2000 0:00:00,"33 34 29.8","111 32 14.9",1550.00,"MCSO yard, NW corner of the lake"
6780.00,"Saguaro Lake","Precip.",1/24/2000 0:00:00,"33 34 29.8","111 32 14.9",1550.00,"MCSO yard, NW corner of the lake"
6781.00,"Saguaro Lake","Humidity",1/24/2000 0:00:00,"33 34 29.8","111 32 14.9",1550.00,"MCSO yard, NW corner of the lake"
6782.00,"Saguaro Lake","Temperature",1/24/2000 0:00:00,"33 34 29.8","111 32 14.9",1550.00,"MCSO yard, NW corner of the lake"
6783.00,"Saguaro Lake","Solar Rad.",1/24/2000 0:00:00,"33 34 29.8","111 32 14.9",1550.00,"MCSO yard, NW corner of the lake"
6784.00,"Saguaro Lake","Pressure",1/24/2000 0:00:00,"33 34 29.8","111 32 14.9",1550.00,"MCSO yard, NW corner of the lake"
6787.00,"Saguaro Lake","Wind Dir.",2/1/2000 0:00:00,"33 34 29.8","111 32 14.9",1550.00,"MCSO yard, NW corner of the lake"
6810.00,"Buckeye FRS #3","Precip.",11/23/1992 0:00:00,"33 26 49.5","112 33 21.3",1150.00,"1/4 mi. NE of I-10 and Watson Rd."
6813.00,"Buckeye FRS #3","Stream PT",11/23/1992 0:00:00,"33 26 49.5","112 33 21.3",1150.00,"1/4 mi. NE of I-10 and Watson Rd."
6820.00,"White Tank FRS #4","Precip.",1/9/1986 0:00:00,"33 27 05.2","112 28 57.7",1035.00,"1/4 mi. NE of Tuthill Rd. and Van Buren St."
6822.00,"White Tank FRS 4 #2","Stream PT",11/22/2011 0:00:00,"33 27 03.3","112 28 53.1",1060.00,"1/4 mi. NE of Tuthill Rd. and Van Buren St."
6823.00,"White Tank FRS #4","Stream PT",12/22/1987 0:00:00,"33 27 05.2","112 28 57.7",1035.00,"1/4 mi. NE of Tuthill Rd. and Van Buren St."
6830.00,"Waterman Wash @ Rainbow Valley Rd.","Precip.",3/18/1999 0:00:00,"33 15 42.2","112 26 38.5",1020.00,"Rainbow Valley Rd. at Queen Creek Rd."
6833.00,"Waterman Wash @ Rainbow Valley Rd.","Stream PT",3/22/1999 0:00:00,"33 15 42.2","112 26 38.5",1020.00,"Rainbow Valley Rd. at Queen Creek Rd."
6835.00,"Buckeye Rd. @ SR 85","Precip.",9/20/2000 0:00:00,"33 22 05.5","112 37 11.2",865.00,"Buckeye Rd. at State Route 85"
6840.00,"Tuthill Rd. @ Ray Rd.","Precip.",12/22/1994 0:00:00,"33 19 12.0","112 28 58.6",950.00,"1/8 mi. East of Tuthill Rd. and Ray Rd."
6845.00,"Gila R. @ 116th Ave.","Precip.",1/26/1989 0:00:00,"33 22 58.0","112 18 29.2",940.00,"1/4 mile NNW of 115th Ave. and Baseline Rd."
6848.00,"Gila R. @ 116th Ave.","Stream PT",12/16/1998 0:00:00,"33 22 58.0","112 18 29.2",940.00,"1/4 mile NNW of 115th Ave. and Baseline Rd."
6850.00,"Gila @ Estrella Pkwy.","Precip.",2/28/1989 0:00:00,"33 23 20.6","112 23 32.9",905.00,"Gila River at Estrella Parkway"
6853.00,"Gila @ Estrella Pkwy.","Stream PT",3/1/1993 0:00:00,"33 23 20.6","112 23 32.9",905.00,"Gila River at Estrella Parkway"
6863.00,"Bullard Wash","Stream PT",3/30/2000 0:00:00,"33 23 51.2","112 23 13.6",915.00,"1/4 mi. NE of Estrella Parkwary and Southern Ave."
6865.00,"Bullard Wash @ Indian School Rd.","Precip.",6/27/2006 0:00:00,"33 29 32.7","112 22 54.0",1025.00,"Indian School Rd. @ Wigwam Blvd."
6868.00,"Bullard Wash @ Indian School Rd.","Stream PT",6/27/2006 0:00:00,"33 29 32.7","112 22 54.0",1025.00,"Indian School Rd. @ Wigwam Blvd."
6880.00,"Waterman Wash","Precip.",5/10/1983 0:00:00,"33 13 24.2","112 18 34.3",1295.00,"El Mirage Rd. and Riggs Rd. alignments"
6883.00,"Estrella Fan","Peak Wind",7/16/1993 0:00:00,"33 16 10.1","112 19 15.4",1455.00,"Alignments of El Mirage Rd. and Germann Rd."
6887.00,"Estrella Fan","Wind Spd/Dir",11/2/1992 0:00:00,"33 16 10.1","112 19 15.4",1455.00,"Alignments of El Mirage Rd. and Germann Rd."
6888.00,"Estrella Fan","Dewpoint",7/6/1994 0:00:00,"33 16 10.1","112 19 15.4",1455.00,"Alignments of El Mirage Rd. and Germann Rd."
6890.00,"Estrella Fan","Precip.",11/15/1992 0:00:00,"33 16 10.1","112 19 15.4",1455.00,"Alignments of El Mirage Rd. and Germann Rd."
6891.00,"Estrella Fan","Humidity",11/24/1992 0:00:00,"33 16 10.1","112 19 15.4",1455.00,"Alignments of El Mirage Rd. and Germann Rd."
6892.00,"Estrella Fan","Temperature",12/2/1992 0:00:00,"33 16 10.1","112 19 15.4",1455.00,"Alignments of El Mirage Rd. and Germann Rd."
6893.00,"Estrella Fan","Stream PT",4/30/1993 0:00:00,"33 16 10.1","112 19 15.4",1455.00,"Alignments of El Mirage Rd. and Germann Rd."
6894.00,"Estrella Fan","Pressure",3/9/1994 0:00:00,"33 16 10.1","112 19 15.4",1455.00,"Alignments of El Mirage Rd. and Germann Rd."
6895.00,"Estrella Fan","Water Temp.",3/9/1994 0:00:00,"33 16 10.1","112 19 15.4",1455.00,"Alignments of El Mirage Rd. and Germann Rd."
6896.00,"Estrella Fan","Solar Rad.",7/16/1993 0:00:00,"33 16 10.1","112 19 15.4",1455.00,"Alignments of El Mirage Rd. and Germann Rd."
